year,taxon,genus,supercategory,importer,exporter
1982,Lynx canadensis,Lynx,Animal part,FRA,CAN
1982,Lynx rufus,Lynx,Animal part,FRA,CAN
1982,Puma concolor,Puma,Animal part,FRA,CAN
1983,Lynx canadensis,Lynx,Animal part,FRA,CAN
1983,Lynx rufus,Lynx,Animal part,FRA,CAN
1986,Lynx rufus,Lynx,Animal part,FRA,CAN
1987,Puma concolor,Puma,Animal part,FRA,CAN
1988,Lynx canadensis,Lynx,Animal part,FRA,CAN
1988,Lynx canadensis,Lynx,Animal part,FRA,CAN
1988,Lynx rufus,Lynx,Animal part,FRA,CAN
1988,Lynx rufus,Lynx,Animal part,FRA,CAN
1989,Lynx canadensis,Lynx,Animal part,FRA,CAN
1989,Lynx rufus,Lynx,Animal part,FRA,CAN
1989,Lynx rufus,Lynx,Animal part,FRA,CAN
1990,Lynx canadensis,Lynx,Animal part,FRA,CAN
1990,Lynx rufus,Lynx,Animal part,FRA,CAN
1991,Lynx canadensis,Lynx,Animal part,FRA,CAN
1991,Puma concolor,Puma,Animal part,FRA,CAN
1992,Lynx canadensis,Lynx,Animal part,FRA,CAN
1992,Lynx canadensis,Lynx,Animal part,FRA,CAN
1992,Lynx rufus,Lynx,Animal part,FRA,CAN
1992,Lynx rufus,Lynx,Animal part,FRA,CAN
1992,Lynx rufus,Lynx,Animal part,FRA,CAN
1993,Lynx canadensis,Lynx,Animal part,FRA,CAN
1993,Lynx rufus,Lynx,Animal part,FRA,CAN
1994,Lynx canadensis,Lynx,Animal part,FRA,CAN
1994,Lynx canadensis,Lynx,Animal part,FRA,CAN
1995,Lynx canadensis,Lynx,Animal part,FRA,CAN
1995,Lynx canadensis,Lynx,Animal part,FRA,CAN
1995,Lynx canadensis,Lynx,Animal part,FRA,CAN
1995,Puma concolor,Puma,Animal part,FRA,CAN
1996,Lynx canadensis,Lynx,Animal part,FRA,CAN
1996,Lynx canadensis,Lynx,Animal part,FRA,CAN
1996,Puma concolor,Puma,Animal part,FRA,CAN
1997,Lynx canadensis,Lynx,Animal part,FRA,CAN
1997,Lynx canadensis,Lynx,Animal part,FRA,CAN
1997,Lynx canadensis,Lynx,Animal part,FRA,CAN
1997,Lynx canadensis,Lynx,Animal part,FRA,CAN
1997,Lynx rufus,Lynx,Animal part,FRA,CAN
1998,Lynx spp.,Lynx,Animal part,FRA,CAN
1998,Lynx spp.,Lynx,Animal part,FRA,CAN
1998,Lynx canadensis,Lynx,Animal part,FRA,CAN
1998,Lynx canadensis,Lynx,Animal part,FRA,CAN
1998,Lynx canadensis,Lynx,Animal part,FRA,CAN
1998,Puma concolor,Puma,Animal part,FRA,CAN
1999,Lynx canadensis,Lynx,Animal part,FRA,CAN
1999,Lynx canadensis,Lynx,Animal part,FRA,CAN
1999,Lynx canadensis,Lynx,Animal part,FRA,CAN
1999,Lynx rufus,Lynx,Animal part,FRA,CAN
2000,Lynx canadensis,Lynx,Animal part,FRA,CAN
2000,Lynx canadensis,Lynx,Animal part,FRA,CAN
2000,Lynx canadensis,Lynx,Animal part,FRA,CAN
2000,Lynx canadensis,Lynx,Animal part,FRA,CAN
2000,Lynx rufus,Lynx,Animal part,FRA,CAN
2000,Lynx rufus,Lynx,Animal part,FRA,CAN
2000,Lynx rufus,Lynx,Animal part,FRA,CAN
2000,Puma concolor,Puma,Animal part,FRA,CAN
2000,Puma concolor,Puma,Animal part,FRA,CAN
2001,Lynx canadensis,Lynx,Animal part,FRA,CAN
2001,Lynx canadensis,Lynx,Animal part,FRA,CAN
2001,Lynx rufus,Lynx,Animal part,FRA,CAN
2001,Lynx rufus,Lynx,Animal part,FRA,CAN
2002,Lynx canadensis,Lynx,Animal part,FRA,CAN
2002,Lynx canadensis,Lynx,Animal part,FRA,CAN
2002,Lynx canadensis,Lynx,Animal part,FRA,CAN
2002,Lynx rufus,Lynx,Animal part,FRA,CAN
2002,Lynx rufus,Lynx,Animal part,FRA,CAN
2002,Lynx rufus,Lynx,Animal part,FRA,CAN
2002,Lynx rufus,Lynx,Animal part,FRA,CAN
2002,Puma concolor,Puma,Animal part,FRA,CAN
2003,Lynx canadensis,Lynx,Animal part,FRA,CAN
2003,Lynx canadensis,Lynx,Animal part,FRA,CAN
2003,Lynx canadensis,Lynx,Animal part,FRA,CAN
2003,Lynx rufus,Lynx,Animal part,FRA,CAN
2004,Lynx canadensis,Lynx,Animal part,FRA,CAN
2004,Puma concolor,Puma,Animal part,FRA,CAN
2005,Lynx canadensis,Lynx,Animal part,FRA,CAN
2005,Lynx canadensis,Lynx,Animal part,FRA,CAN
2005,Lynx rufus,Lynx,Animal part,FRA,CAN
2005,Panthera leo,Panthera,Animal part,FRA,CAN
2005,Panthera leo,Panthera,Animal part,FRA,CAN
2006,Lynx canadensis,Lynx,Animal part,FRA,CAN
2006,Lynx canadensis,Lynx,Animal part,FRA,CAN
2006,Lynx rufus,Lynx,Animal part,FRA,CAN
2007,Lynx canadensis,Lynx,Animal part,FRA,CAN
2007,Lynx canadensis,Lynx,Animal part,FRA,CAN
2007,Lynx rufus,Lynx,Animal part,FRA,CAN
2008,Lynx canadensis,Lynx,Animal part,FRA,CAN
2008,Lynx canadensis,Lynx,Animal part,FRA,CAN
2008,Lynx lynx,Lynx,Animal part,FRA,CAN
2008,Puma concolor,Puma,Animal part,FRA,CAN
2009,Lynx canadensis,Lynx,Animal part,FRA,CAN
2009,Lynx canadensis,Lynx,Animal part,FRA,CAN
2009,Lynx canadensis,Lynx,Animal part,FRA,CAN
2009,Lynx lynx,Lynx,Animal part,FRA,CAN
2009,Puma concolor,Puma,Animal part,FRA,CAN
2009,Puma concolor,Puma,Animal part,FRA,CAN
2009,Puma concolor couguar,Puma,Animal part,FRA,CAN
2010,Lynx canadensis,Lynx,Animal part,FRA,CAN
2010,Lynx canadensis,Lynx,Animal part,FRA,CAN
2010,Lynx canadensis,Lynx,Animal part,FRA,CAN
2010,Lynx lynx,Lynx,Animal part,FRA,CAN
2010,Lynx rufus,Lynx,Animal part,FRA,CAN
2010,Puma concolor,Puma,Animal part,FRA,CAN
2010,Puma concolor,Puma,Animal part,FRA,CAN
2010,Puma concolor,Puma,Animal part,FRA,CAN
2011,Lynx canadensis,Lynx,Animal part,FRA,CAN
2011,Lynx canadensis,Lynx,Animal part,FRA,CAN
2011,Lynx canadensis,Lynx,Animal part,FRA,CAN
2011,Lynx rufus,Lynx,Animal part,FRA,CAN
2011,Lynx rufus,Lynx,Animal part,FRA,CAN
2011,Puma concolor,Puma,Animal part,FRA,CAN
2011,Puma concolor,Puma,Animal part,FRA,CAN
2011,Puma concolor,Puma,Animal part,FRA,CAN
2012,Lynx canadensis,Lynx,Animal part,FRA,CAN
2012,Lynx canadensis,Lynx,Animal part,FRA,CAN
2012,Lynx canadensis,Lynx,Animal part,FRA,CAN
2012,Lynx rufus,Lynx,Animal part,FRA,CAN
2012,Lynx rufus,Lynx,Animal part,FRA,CAN
2012,Panthera leo,Panthera,Animal part,FRA,CAN
2012,Puma concolor,Puma,Animal part,FRA,CAN
2012,Puma concolor,Puma,Animal part,FRA,CAN
2012,Puma concolor,Puma,Animal part,FRA,CAN
2012,Puma concolor,Puma,Animal part,FRA,CAN
2013,Lynx canadensis,Lynx,Animal part,FRA,CAN
2013,Lynx canadensis,Lynx,Animal part,FRA,CAN
2013,Lynx rufus,Lynx,Animal part,FRA,CAN
2013,Lynx rufus,Lynx,Animal part,FRA,CAN
2013,Puma concolor,Puma,Animal part,FRA,CAN
2013,Puma concolor,Puma,Animal part,FRA,CAN
2014,Lynx canadensis,Lynx,Animal part,FRA,CAN
2014,Lynx canadensis,Lynx,Animal part,FRA,CAN
2014,Lynx rufus,Lynx,Animal part,FRA,CAN
2014,Puma concolor,Puma,Animal part,FRA,CAN
2014,Puma concolor,Puma,Animal part,FRA,CAN
2015,Lynx canadensis,Lynx,Animal part,FRA,CAN
2015,Lynx canadensis,Lynx,Animal part,FRA,CAN
2015,Lynx rufus,Lynx,Animal part,FRA,CAN
2015,Lynx rufus,Lynx,Animal part,FRA,CAN
2015,Lynx rufus,Lynx,Animal part,FRA,CAN
2015,Puma concolor,Puma,Animal part,FRA,CAN
2016,Lynx canadensis,Lynx,Animal part,FRA,CAN
2016,Lynx canadensis,Lynx,Animal part,FRA,CAN
2016,Lynx lynx,Lynx,Animal part,FRA,CAN
2016,Lynx rufus,Lynx,Animal part,FRA,CAN
2016,Lynx rufus,Lynx,Animal part,FRA,CAN
2016,Puma concolor,Puma,Animal part,FRA,CAN
2016,Puma concolor,Puma,Animal part,FRA,CAN
2016,Puma concolor couguar,Puma,Animal part,FRA,CAN
2017,Lynx canadensis,Lynx,Animal part,FRA,CAN
2017,Lynx canadensis,Lynx,Animal part,FRA,CAN
2017,Lynx rufus,Lynx,Animal part,FRA,CAN
2017,Puma concolor,Puma,Animal part,FRA,CAN
1989,Puma concolor,Puma,Animal part,FRA,CAN
1992,Lynx canadensis,Lynx,Animal part,FRA,CAN
1992,Lynx rufus,Lynx,Animal part,FRA,CAN
1996,Lynx canadensis,Lynx,Animal part,FRA,CAN
1998,Lynx spp.,Lynx,Animal part,FRA,CAN
1998,Lynx canadensis,Lynx,Animal part,FRA,CAN
1999,Lynx canadensis,Lynx,Animal part,FRA,CAN
2000,Lynx canadensis,Lynx,Animal part,FRA,CAN
2000,Lynx canadensis,Lynx,Animal part,FRA,CAN
2000,Puma concolor,Puma,Animal part,FRA,CAN
2001,Puma concolor,Puma,Animal part,FRA,CAN
2002,Lynx canadensis,Lynx,Animal part,FRA,CAN
2002,Lynx rufus,Lynx,Animal part,FRA,CAN
2002,Lynx rufus,Lynx,Animal part,FRA,CAN
2002,Puma concolor,Puma,Animal part,FRA,CAN
2003,Lynx canadensis,Lynx,Animal part,FRA,CAN
2003,Lynx rufus,Lynx,Animal part,FRA,CAN
2004,Lynx canadensis,Lynx,Animal part,FRA,CAN
2007,Lynx canadensis,Lynx,Animal part,FRA,CAN
2009,Puma concolor,Puma,Animal part,FRA,CAN
2010,Lynx canadensis,Lynx,Animal part,FRA,CAN
2010,Puma concolor,Puma,Animal part,FRA,CAN
2011,Lynx canadensis,Lynx,Animal part,FRA,CAN
2011,Lynx canadensis,Lynx,Animal part,FRA,CAN
2011,Lynx canadensis,Lynx,Animal part,FRA,CAN
2011,Lynx rufus,Lynx,Animal part,FRA,CAN
2011,Puma concolor,Puma,Animal part,FRA,CAN
2011,Puma concolor,Puma,Animal part,FRA,CAN
2012,Lynx canadensis,Lynx,Animal part,FRA,CAN
2012,Lynx rufus,Lynx,Animal part,FRA,CAN
2013,Lynx rufus,Lynx,Animal part,FRA,CAN
2013,Puma concolor,Puma,Animal part,FRA,CAN
2014,Lynx canadensis,Lynx,Animal part,FRA,CAN
2014,Lynx canadensis,Lynx,Animal part,FRA,CAN
2014,Lynx canadensis,Lynx,Animal part,FRA,CAN
2014,Puma concolor,Puma,Animal part,FRA,CAN
2014,Puma concolor,Puma,Animal part,FRA,CAN
2015,Lynx canadensis,Lynx,Animal part,FRA,CAN
2016,Lynx canadensis,Lynx,Animal part,FRA,CAN
2016,Lynx rufus,Lynx,Animal part,FRA,CAN
2016,Puma concolor,Puma,Animal part,FRA,CAN
2016,Puma concolor,Puma,Animal part,FRA,CAN
2016,Puma concolor,Puma,Animal part,FRA,CAN
1990,Lynx canadensis,Lynx,Trophy,FRA,CAN
1991,Lynx canadensis,Lynx,Trophy,FRA,CAN
1992,Lynx canadensis,Lynx,Trophy,FRA,CAN
1993,Lynx canadensis,Lynx,Trophy,FRA,CAN
1996,Lynx canadensis,Lynx,Trophy,FRA,CAN
1996,Lynx rufus,Lynx,Trophy,FRA,CAN
1997,Lynx canadensis,Lynx,Trophy,FRA,CAN
1998,Lynx canadensis,Lynx,Trophy,FRA,CAN
1999,Lynx rufus,Lynx,Trophy,FRA,CAN
2000,Lynx canadensis,Lynx,Trophy,FRA,CAN
2000,Lynx rufus,Lynx,Trophy,FRA,CAN
2000,Puma concolor,Puma,Trophy,FRA,CAN
2002,Lynx canadensis,Lynx,Trophy,FRA,CAN
2002,Lynx canadensis,Lynx,Trophy,FRA,CAN
2004,Puma concolor,Puma,Trophy,FRA,CAN
2008,Lynx canadensis,Lynx,Trophy,FRA,CAN
2009,Lynx canadensis,Lynx,Trophy,FRA,CAN
2011,Puma concolor,Puma,Trophy,FRA,CAN
2012,Lynx rufus,Lynx,Trophy,FRA,CAN
2012,Lynx rufus,Lynx,Trophy,FRA,CAN
2012,Puma concolor,Puma,Trophy,FRA,CAN
2012,Puma concolor couguar,Puma,Trophy,FRA,CAN
2013,Lynx canadensis,Lynx,Trophy,FRA,CAN
2013,Puma concolor,Puma,Trophy,FRA,CAN
2014,Lynx rufus,Lynx,Trophy,FRA,CAN
2015,Lynx canadensis,Lynx,Trophy,FRA,CAN
2016,Lynx canadensis,Lynx,Trophy,FRA,CAN
2016,Puma concolor,Puma,Trophy,FRA,CAN
2017,Lynx canadensis,Lynx,Trophy,FRA,CAN
1994,Puma concolor,Puma,Animal part,GBR,CAN
1995,Lynx canadensis,Lynx,Animal part,GBR,CAN
1995,Lynx canadensis,Lynx,Animal part,GBR,CAN
1996,Lynx rufus,Lynx,Animal part,GBR,CAN
1997,Lynx canadensis,Lynx,Animal part,GBR,CAN
1997,Puma concolor,Puma,Animal part,GBR,CAN
1999,Panthera tigris,Panthera,Animal part,GBR,CAN
1999,Puma concolor,Puma,Animal part,GBR,CAN
2001,Lynx canadensis,Lynx,Animal part,GBR,CAN
2007,Puma concolor,Puma,Animal part,GBR,CAN
2013,Puma concolor,Puma,Animal part,GBR,CAN
2018,Lynx canadensis,Lynx,Animal part,GBR,CAN
1976,Leopardus pardalis,Leopardus,Product,GBR,CAN
1976,Leopardus pardalis,Leopardus,Product,GBR,CAN
1977,Lynx canadensis,Lynx,Product,GBR,CAN
1977,Lynx rufus,Lynx,Product,GBR,CAN
1978,Panthera pardus,Panthera,Product,GBR,CAN
1978,Panthera pardus,Panthera,Product,GBR,CAN
1978,Leopardus geoffroyi,Leopardus,Product,GBR,CAN
1978,Lynx canadensis,Lynx,Product,GBR,CAN
1978,Lynx rufus,Lynx,Product,GBR,CAN
1979,Leopardus wiedii,Leopardus,Product,GBR,CAN
1979,Lynx canadensis,Lynx,Product,GBR,CAN
1979,Lynx lynx,Lynx,Product,GBR,CAN
1979,Lynx rufus,Lynx,Product,GBR,CAN
1980,Leopardus pardalis,Leopardus,Product,GBR,CAN
1980,Lynx canadensis,Lynx,Product,GBR,CAN
1980,Lynx lynx,Lynx,Product,GBR,CAN
1980,Lynx lynx,Lynx,Product,GBR,CAN
1980,Lynx rufus,Lynx,Product,GBR,CAN
1981,Lynx canadensis,Lynx,Product,GBR,CAN
1981,Lynx canadensis,Lynx,Product,GBR,CAN
1981,Lynx lynx,Lynx,Product,GBR,CAN
1981,Lynx lynx,Lynx,Product,GBR,CAN
1981,Lynx lynx,Lynx,Product,GBR,CAN
1981,Lynx rufus,Lynx,Product,GBR,CAN
1981,Lynx rufus,Lynx,Product,GBR,CAN
1982,Lynx canadensis,Lynx,Product,GBR,CAN
1982,Lynx canadensis,Lynx,Product,GBR,CAN
1982,Lynx canadensis,Lynx,Product,GBR,CAN
1982,Lynx canadensis,Lynx,Product,GBR,CAN
1982,Lynx lynx,Lynx,Product,GBR,CAN
1982,Lynx lynx,Lynx,Product,GBR,CAN
1982,Lynx rufus,Lynx,Product,GBR,CAN
1982,Lynx rufus,Lynx,Product,GBR,CAN
1983,Lynx canadensis,Lynx,Product,GBR,CAN
1983,Lynx lynx,Lynx,Product,GBR,CAN
1983,Lynx lynx,Lynx,Product,GBR,CAN
1983,Lynx rufus,Lynx,Product,GBR,CAN
1984,Lynx canadensis,Lynx,Product,GBR,CAN
1984,Lynx lynx,Lynx,Product,GBR,CAN
1984,Lynx rufus,Lynx,Product,GBR,CAN
1985,Leptailurus serval,Leptailurus,Product,GBR,CAN
1985,Lynx canadensis,Lynx,Product,GBR,CAN
1985,Lynx canadensis,Lynx,Product,GBR,CAN
1985,Lynx lynx,Lynx,Product,GBR,CAN
1985,Lynx rufus,Lynx,Product,GBR,CAN
1986,Lynx canadensis,Lynx,Product,GBR,CAN
1986,Lynx lynx,Lynx,Product,GBR,CAN
1986,Lynx rufus,Lynx,Product,GBR,CAN
1987,Lynx canadensis,Lynx,Product,GBR,CAN
1987,Lynx lynx,Lynx,Product,GBR,CAN
1987,Lynx rufus,Lynx,Product,GBR,CAN
1988,Lynx canadensis,Lynx,Product,GBR,CAN
1988,Lynx lynx,Lynx,Product,GBR,CAN
1988,Lynx rufus,Lynx,Product,GBR,CAN
1989,Lynx lynx,Lynx,Product,GBR,CAN
1989,Lynx rufus,Lynx,Product,GBR,CAN
1989,Lynx rufus,Lynx,Product,GBR,CAN
1991,Lynx lynx,Lynx,Product,GBR,CAN
2003,Lynx rufus,Lynx,Product,GBR,CAN
2004,Lynx canadensis,Lynx,Product,GBR,CAN
2004,Lynx rufus,Lynx,Product,GBR,CAN
2007,Lynx canadensis,Lynx,Product,GBR,CAN
2007,Lynx canadensis,Lynx,Product,GBR,CAN
2008,Lynx rufus,Lynx,Product,GBR,CAN
2010,Lynx canadensis,Lynx,Product,GBR,CAN
2011,Lynx rufus,Lynx,Product,GBR,CAN
2016,Lynx canadensis,Lynx,Product,GBR,CAN
2006,Lynx canadensis,Lynx,Unknown,GBR,CAN
1976,Leopardus pardalis mitis,Leopardus,Live,GBR,CAN
1977,Lynx canadensis,Lynx,Live,GBR,CAN
1977,Lynx rufus,Lynx,Live,GBR,CAN
1978,Lynx rufus,Lynx,Live,GBR,CAN
1979,Lynx canadensis,Lynx,Live,GBR,CAN
1979,Lynx lynx,Lynx,Live,GBR,CAN
1980,Leopardus pardalis mitis,Leopardus,Live,GBR,CAN
1983,Uncia uncia,Uncia,Live,GBR,CAN
1983,Uncia uncia,Uncia,Live,GBR,CAN
1985,Uncia uncia,Uncia,Live,GBR,CAN
1990,Lynx canadensis,Lynx,Live,GBR,CAN
1990,Lynx canadensis,Lynx,Live,GBR,CAN
2001,Felis hybrid,Felis,Live,GBR,CAN
2001,Prionailurus bengalensis,Prionailurus,Live,GBR,CAN
2002,Felis hybrid,Felis,Live,GBR,CAN
2002,Prionailurus bengalensis,Prionailurus,Live,GBR,CAN
2005,Leptailurus serval,Leptailurus,Live,GBR,CAN
2006,Felidae hybrid,,Live,GBR,CAN
2006,Felidae hybrid,,Live,GBR,CAN
2007,Felidae hybrid,,Live,GBR,CAN
2007,Felidae hybrid,,Live,GBR,CAN
2007,Prionailurus bengalensis,Prionailurus,Live,GBR,CAN
2008,Felidae hybrid,,Live,GBR,CAN
2008,Prionailurus hybrid,Prionailurus,Live,GBR,CAN
2009,Prionailurus viverrinus,Prionailurus,Live,GBR,CAN
2016,Panthera leo persica,Panthera,Live,GBR,CAN
2017,Felidae hybrid,,Live,GBR,CAN
1980,Lynx rufus,Lynx,Product,GBR,CAN
1987,Lynx canadensis,Lynx,Product,GBR,CAN
1987,Lynx rufus,Lynx,Product,GBR,CAN
1996,Lynx canadensis,Lynx,Animal part,GBR,CAN
2008,Leopardus pardalis,Leopardus,Animal part,GBR,CAN
2008,Leopardus pardalis,Leopardus,Animal part,GBR,CAN
2004,Lynx canadensis,Lynx,Animal part,GBR,CAN
2004,Lynx rufus,Lynx,Animal part,GBR,CAN
1981,Lynx rufus,Lynx,Animal part,GBR,CAN
1983,Lynx rufus,Lynx,Animal part,GBR,CAN
1984,Lynx rufus,Lynx,Animal part,GBR,CAN
1977,Lynx rufus,Lynx,Animal part,GBR,CAN
1977,Puma concolor,Puma,Animal part,GBR,CAN
1978,Lynx canadensis,Lynx,Animal part,GBR,CAN
1979,Panthera pardus,Panthera,Animal part,GBR,CAN
1979,Lynx canadensis,Lynx,Animal part,GBR,CAN
1979,Lynx lynx,Lynx,Animal part,GBR,CAN
1980,Lynx canadensis,Lynx,Animal part,GBR,CAN
1980,Lynx lynx,Lynx,Animal part,GBR,CAN
1980,Lynx rufus,Lynx,Animal part,GBR,CAN
1980,Lynx rufus,Lynx,Animal part,GBR,CAN
1981,Lynx canadensis,Lynx,Animal part,GBR,CAN
1981,Lynx canadensis,Lynx,Animal part,GBR,CAN
1981,Lynx lynx,Lynx,Animal part,GBR,CAN
1981,Lynx rufus,Lynx,Animal part,GBR,CAN
1981,Lynx rufus,Lynx,Animal part,GBR,CAN
1982,Lynx canadensis,Lynx,Animal part,GBR,CAN
1982,Lynx canadensis,Lynx,Animal part,GBR,CAN
1982,Lynx lynx,Lynx,Animal part,GBR,CAN
1982,Lynx rufus,Lynx,Animal part,GBR,CAN
1982,Lynx rufus,Lynx,Animal part,GBR,CAN
1982,Puma concolor,Puma,Animal part,GBR,CAN
1982,Puma concolor,Puma,Animal part,GBR,CAN
1983,Lynx canadensis,Lynx,Animal part,GBR,CAN
1983,Lynx lynx,Lynx,Animal part,GBR,CAN
1983,Lynx rufus,Lynx,Animal part,GBR,CAN
1983,Lynx rufus,Lynx,Animal part,GBR,CAN
1983,Puma concolor,Puma,Animal part,GBR,CAN
1983,Puma concolor,Puma,Animal part,GBR,CAN
1984,Lynx canadensis,Lynx,Animal part,GBR,CAN
1984,Lynx lynx,Lynx,Animal part,GBR,CAN
1984,Lynx rufus,Lynx,Animal part,GBR,CAN
1985,Panthera pardus,Panthera,Animal part,GBR,CAN
1985,Lynx canadensis,Lynx,Animal part,GBR,CAN
1985,Lynx rufus,Lynx,Animal part,GBR,CAN
1986,Leopardus pardalis,Leopardus,Animal part,GBR,CAN
1986,Leopardus pardalis,Leopardus,Animal part,GBR,CAN
1986,Lynx canadensis,Lynx,Animal part,GBR,CAN
1986,Lynx lynx,Lynx,Animal part,GBR,CAN
1986,Lynx rufus,Lynx,Animal part,GBR,CAN
1987,Lynx lynx,Lynx,Animal part,GBR,CAN
1987,Lynx rufus,Lynx,Animal part,GBR,CAN
1987,Lynx rufus,Lynx,Animal part,GBR,CAN
1988,Lynx lynx,Lynx,Animal part,GBR,CAN
1988,Puma concolor,Puma,Animal part,GBR,CAN
1988,Puma concolor,Puma,Animal part,GBR,CAN
1990,Lynx lynx,Lynx,Animal part,GBR,CAN
1991,Lynx canadensis,Lynx,Animal part,GBR,CAN
1991,Lynx canadensis,Lynx,Animal part,GBR,CAN
1992,Lynx canadensis,Lynx,Animal part,GBR,CAN
1993,Puma concolor,Puma,Animal part,GBR,CAN
1995,Lynx canadensis,Lynx,Animal part,GBR,CAN
1995,Lynx rufus,Lynx,Animal part,GBR,CAN
1996,Lynx rufus,Lynx,Animal part,GBR,CAN
1996,Lynx rufus,Lynx,Animal part,GBR,CAN
1996,Puma concolor,Puma,Animal part,GBR,CAN
1997,Lynx rufus,Lynx,Animal part,GBR,CAN
1997,Puma concolor,Puma,Animal part,GBR,CAN
2000,Lynx canadensis,Lynx,Animal part,GBR,CAN
2001,Lynx canadensis,Lynx,Animal part,GBR,CAN
2001,Lynx canadensis,Lynx,Animal part,GBR,CAN
2001,Lynx rufus,Lynx,Animal part,GBR,CAN
2001,Lynx rufus,Lynx,Animal part,GBR,CAN
2002,Lynx canadensis,Lynx,Animal part,GBR,CAN
2002,Lynx rufus,Lynx,Animal part,GBR,CAN
2002,Puma concolor,Puma,Animal part,GBR,CAN
2003,Lynx canadensis,Lynx,Animal part,GBR,CAN
2003,Lynx canadensis,Lynx,Animal part,GBR,CAN
2003,Lynx rufus,Lynx,Animal part,GBR,CAN
2003,Lynx rufus,Lynx,Animal part,GBR,CAN
2004,Lynx canadensis,Lynx,Animal part,GBR,CAN
2004,Lynx rufus,Lynx,Animal part,GBR,CAN
2004,Lynx rufus,Lynx,Animal part,GBR,CAN
2005,Lynx canadensis,Lynx,Animal part,GBR,CAN
2005,Lynx canadensis,Lynx,Animal part,GBR,CAN
2005,Lynx rufus,Lynx,Animal part,GBR,CAN
2005,Puma concolor,Puma,Animal part,GBR,CAN
2006,Lynx canadensis,Lynx,Animal part,GBR,CAN
2006,Lynx canadensis,Lynx,Animal part,GBR,CAN
2006,Lynx rufus,Lynx,Animal part,GBR,CAN
2006,Lynx rufus,Lynx,Animal part,GBR,CAN
2006,Puma concolor,Puma,Animal part,GBR,CAN
2007,Lynx canadensis,Lynx,Animal part,GBR,CAN
2007,Lynx canadensis,Lynx,Animal part,GBR,CAN
2007,Lynx canadensis,Lynx,Animal part,GBR,CAN
2007,Lynx canadensis,Lynx,Animal part,GBR,CAN
2007,Lynx canadensis,Lynx,Animal part,GBR,CAN
2007,Lynx rufus,Lynx,Animal part,GBR,CAN
2007,Lynx rufus,Lynx,Animal part,GBR,CAN
2007,Puma concolor,Puma,Animal part,GBR,CAN
2008,Lynx canadensis,Lynx,Animal part,GBR,CAN
2008,Lynx canadensis,Lynx,Animal part,GBR,CAN
2008,Puma concolor,Puma,Animal part,GBR,CAN
2009,Lynx canadensis,Lynx,Animal part,GBR,CAN
2009,Lynx canadensis,Lynx,Animal part,GBR,CAN
2009,Lynx canadensis,Lynx,Animal part,GBR,CAN
2009,Lynx rufus,Lynx,Animal part,GBR,CAN
2009,Lynx rufus,Lynx,Animal part,GBR,CAN
2009,Puma concolor,Puma,Animal part,GBR,CAN
2010,Lynx canadensis,Lynx,Animal part,GBR,CAN
2010,Lynx canadensis,Lynx,Animal part,GBR,CAN
2010,Lynx canadensis,Lynx,Animal part,GBR,CAN
2010,Lynx rufus,Lynx,Animal part,GBR,CAN
2010,Lynx rufus,Lynx,Animal part,GBR,CAN
2010,Puma concolor,Puma,Animal part,GBR,CAN
2011,Lynx canadensis,Lynx,Animal part,GBR,CAN
2011,Lynx canadensis,Lynx,Animal part,GBR,CAN
2011,Lynx rufus,Lynx,Animal part,GBR,CAN
2011,Puma concolor,Puma,Animal part,GBR,CAN
2012,Lynx canadensis,Lynx,Animal part,GBR,CAN
2012,Lynx canadensis,Lynx,Animal part,GBR,CAN
2012,Lynx canadensis,Lynx,Animal part,GBR,CAN
2012,Lynx rufus,Lynx,Animal part,GBR,CAN
2012,Lynx rufus,Lynx,Animal part,GBR,CAN
2013,Lynx canadensis,Lynx,Animal part,GBR,CAN
2013,Lynx canadensis,Lynx,Animal part,GBR,CAN
2013,Lynx rufus,Lynx,Animal part,GBR,CAN
2013,Lynx rufus,Lynx,Animal part,GBR,CAN
2013,Puma concolor,Puma,Animal part,GBR,CAN
2014,Lynx canadensis,Lynx,Animal part,GBR,CAN
2014,Lynx canadensis,Lynx,Animal part,GBR,CAN
2014,Lynx rufus,Lynx,Animal part,GBR,CAN
2014,Lynx rufus,Lynx,Animal part,GBR,CAN
2015,Lynx canadensis,Lynx,Animal part,GBR,CAN
2015,Lynx canadensis,Lynx,Animal part,GBR,CAN
2015,Lynx canadensis,Lynx,Animal part,GBR,CAN
2016,Lynx rufus,Lynx,Animal part,GBR,CAN
2017,Lynx canadensis,Lynx,Animal part,GBR,CAN
2017,Lynx canadensis,Lynx,Animal part,GBR,CAN
2017,Lynx rufus,Lynx,Animal part,GBR,CAN
2017,Lynx rufus,Lynx,Animal part,GBR,CAN
2018,Lynx canadensis,Lynx,Animal part,GBR,CAN
2018,Lynx canadensis,Lynx,Animal part,GBR,CAN
2018,Lynx rufus,Lynx,Animal part,GBR,CAN
2018,Lynx rufus,Lynx,Animal part,GBR,CAN
1988,Puma concolor,Puma,Animal part,GBR,CAN
1994,Puma concolor,Puma,Animal part,GBR,CAN
1996,Lynx rufus,Lynx,Animal part,GBR,CAN
1996,Puma concolor,Puma,Animal part,GBR,CAN
1997,Puma concolor,Puma,Animal part,GBR,CAN
1999,Puma concolor,Puma,Animal part,GBR,CAN
2000,Puma concolor,Puma,Animal part,GBR,CAN
2001,Lynx canadensis,Lynx,Animal part,GBR,CAN
